COLE_CODIGO_COLEGIO;COLE_NOMBRE_SEDE;COLE_ES_BILINGUE
138479;CENTRO DOCENTE URBANO MIXTO MADRE LAURA;
138503;FUNDACION INSTITUCION EDUCATIVA FUNASER;
138586;COL GIOVANNI ANTONIO FARINA                                                                         ;
80606;COLEGIO DIST. DE BACHILLERATO SAN LUIS (ANT. C.E.B. # 123);0
9076;INSTITUCIÓN EDUCATIVA NORMAL SUPERIOR NUESTRA SEÑORA DE LA ENCARNACION;0
136085;COL LA FUENTE DEL SABER;
136101;INSTITUCION EDUCATIVA ISAIAS GAMBOA;
137208;CACHAYA;
137240;BACHILLERATO PARA ADULTOS MARIA AUXILIADORA - SEDE PRINCIPAL;
137273;INCETEC INSTITUTO CENTRALIZADO DE ESTUDIOS TECNICOS;
137281;IE MARIA MONTESSORI;
137851;INSTITUCION EDUCATIVA JORGE ARTEL;
137869;NSTITUCION EDUCATIVA TECNICA COMERCIAL MARIA INMACULADA;
137877;SALUDCOOP NORTE (INST EDUC DIST);
137885;SALUDCOOP NORTE (INST EDUC DIST);
137901;NTRA. SRA. DEL SOCORRO;
137935;INST.EDUC.RIOLORO;
125831;I.E.D. ALFREDO CORREA DE ANDREIS - SEDE PRINCIPAL;
128777;FUNDACION EDUCATIVA CENSA JUAN SEBASTIAN GUTIERREZ BUSTAMANTE;
124446;CORPORACIÓN EDUCATIVA SAN FRANCISCO CORESAF - SEDE PRINCIPAL;
124453;CENTRO DE DESARROLLO VECINAL;
124461;COLEGIO MANUELITA SAENZ;
124479;INSTITUCION EDUCATIVA TECNICO INDUSTRIAL DONALD RODRIGO TAFUR - SEDE PRINCIPAL;
126318;COLEGIO NUESTRA SEÑORA DEL CARMEN;
126326;SEDE 1 SAN PEDRO ALEJANDRINO;
126375;COL BAS FIDEL DE MONCLART;
126490;COLEGIO LUJAN;
126508;GIMN NUEVA INGLATERRA;
126524;I.E. COLEGIO NIEVES CORTES PICON SEDE A - SEDE PRINCIPAL;
126540;COL EL TIGRE;
126557;INSTITUTO LATINOAMERICANO - SEDE PRINCIPAL;
126581;CENTRO EDUCATIVO VICTOR JULIO MIER - SEDE PRINCIPAL;
126615;SEDE PATIOS CENTRO 2;
126623;JORGE ELIECER GAITAN;
126631;INSTITUTO LA NUEVA ESPERANZA;
126748;SEDE 1 MAXIMILIANO NEIRA LAMUS;
126755;FUND EDUC PARA EL DESARROLLO INTEGRAL DEL SER HUMANO FEDISH;
103077;COL SAN JOSE DE ALTAMIRA (ANTES CENT DOC ALTAMIRA);0
103085;SEDE CESAR NEGRET VELASCO;0
103093;COL JOSE NORBEY GRAJALES RAMIRES (ANTES INST TEC MPAL DE MIRANDA CAUCA);0
103119;INSTITUCION EDUCATIVA TECNICO MILCIADES CANTILLO COSTA;0
103127;INSTITUCION EDUCATIVA TECNICO MILCIADES CANTILLO COSTA;0
103168;OBDULIO MAYO SCARPETA;0
103184;INST. EDCCONCENTRACIÓN EDC.DEL SUR DE M/LIBANO;0
103192;INSTITUCÍON EDUCATIVA VILA MARGARITA;0
119594;CENTRO EDUCATIVO SAN ONOFRE;0
119610;CENTRO DE EDUCACION BASICA Y MEDIA ACADEMICA DE ADULTOS;0
119651;INSTITUCION EDUCATIVA LA GRACIELA;0
119677;GIMNASIO DEL DAGUA, TOCOTA;0
119685;PEDRO VICENTE ABADIA;0
119693;INSTITUTO TECNICO SALOMIA;0
119701;CENTRO DE ESTUDIOS E INVESTIGACIÓN VIDA CEVIDA;0
119719;INSTITUCION EDUCATIVA LOS LIBERTADORES;0
119735;LICEO SUPERIOR JUAN PABLO II - SEDE PRINCIPAL;0
119743;JUAN JOSE RONDON;0
119750;LIC PORVENIR;0
119768;COLEGIO LOS ANDES - SEDE PRINCIPAL;0
119776;INSTITUCION EDUCATIVA LAS AMERICAS;0
128454;COL DULCE CORAZON DE MARIA;
103648;BACHILLERATO DIVERSIFICADO A DISTANCIA PARA ADULTOS DE LA UNAD - SEDE PRINCIPAL;0
93054;I.E. MANUELA OMAÑA - SEDE PRINCIPAL;0
57968;IE LUIS CARLOS GALAN SARMINST EDUCNTO;0
135855;LICEO SAGRADO CORAZON DE JESUS - SEDE PRINCIPAL;
135871;JUAN XXIII;
85183;COLEGIO MIXTO MIGUEL DE CERVANTES SAAVEDRA;0
45443;IE TECNICO INDUSTRIAL - SEDE PRINCIPAL;0
52753;SEDE 1 JOSE CELESTINO MUTIS;0
45518;I.E. DE MARGARITA - SEDE PRINCIPAL;0
30742;INSTITUCION EDUCATIVA LICEO DE BOLIVAR;0
48132;COL MONSEÑOR SARMIENTO PERALTA;0
12179;COLEGIO SAN JUAN DE LA CRUZ;0
24000;LICEO NAL POLICARPA SALAVARRIETA;0
8193;JOSE ANTONIO GALAN;0
116368;CENTRO EDUCATIVO FE Y ALEGRIA SANTA LIBRADA;0
77792;COLEGIO DEPARTAMENTAL ISIDRO CABALLERO DELGADO;0
91017;COL PAE (PROCESO ALTERNATIVO EDUCATIVO)                                                             ;0
7393;I.E. BACHILLERATO PATIA;0
44156;INST. EDU. CAMILO TORRES;0
68346;SAN RAFAEL DE ALBANIA;0
7286;I.E. BACHILLERATO PATIA;0
96586;COL COOP COOSERVICIOS;0
64295;INSTITUTO AGRICOLA SAN ISIDRO;0
135988;COLEGIO COMERCIAL NUEVA ERA VG;
140756;I.E. MARCO FIDEL NARVAEZ - SEDE PRINCIPAL;0
142661;COLEGIO GIMNASIO VERMONT                                                                            ;
113233;INST. EDUC. DIST. EL CAMPITO (ANT. C.E.B. # 083) ;0
14944;ESCUELA INDUSTRIAL;0
4945;I.E. DE CERINZA - SEDE PRINCIPAL;0
20438;COL DE LA PRESENTACION SANS FACON                                                                   ;0
16402;I.E.T. NUESTRA SEÑORA DE LOURDES - SEDE PRINCIPAL;0
3277;COL EUCARISTICO DE LA MERCED;0
23838;LICEO FEM DE CUNDINAMARCA MERCEDES NARIÑO;0
31831;INST EDUC BUENAVISTA;0
63388;COLEGIO MILITAR LICEO SOCIAL COMPARTIR;0
73239;INST INTEGRADO LA SABIDURIA                                 ;0
50120;INST EDUC SAN MATEO;0
135681;IE EL SIGLO;
135970;INSTITUCION EDUCATIVA POLITECNICO MARCELO MIRANDA - SEDE PRINCIPAL;
126763;COL COOP SAN AGUSTIN - SEDE PRINCIPAL;
126789;COL SAN JOSE;
126847;CENTRO EDUCATIVO EL BOSQUE - SEDE PRINCIPAL;
126870;CENTRO EDUCATIVO SAN AGUSTIN - SEDE PRINCIPAL;
126896;PROYECTA;
126904;INST EDUC PICACHITO;
125146;COL REINA DE GALES                                                                                  ;
126383;INST EDUCATIVA DEPTAL COLEGIO DEPTAL INTEGRADO;
123646;INSTITUTO MARISCAL JORGE ROBLEDO CARTAGO;0
121699;CENT EDUC DIST GENERAL SANTANDER;0
121707;CENT EDUC DIST GENERAL SANTANDER;0
121723;GIMNASIO DE LA PAZ;0
121749;INSTITUCION EDUCATIVA LA INMACULADA;0
121772;COL EL LIBERTADOR                                           ;0
103689;COLEGIO ESPIRITU SANTO NOCTURNO;0
103754;FRANCISCO MIRANDA;0
103762;CAMPESTRE EDELMIRA NIETO;0
103770;COL ANGLO COLOMBIANO - SEDE PRINCIPAL;0
109991;LICEO LIMBANIA VELASCO;0
110007;INST. DE EDUCACIÓN FORMAL DE ADULTOS AMERICANO - SEDE PRINCIPAL;0
110015;INST. EDUC. DIST. INOCENCIO CHINCA INEDICH - SEDE 1;0
110098;I.E. RAFAEL NUÑEZ - SEDE PRINCIPAL;0
110130;INSTITUCION EDUCATIVA EDUARDO SANTOS;0
110148;CORPORACION SOCIAL PARA LA PARTICIPACION COMUNITARIA CORSEPAC;0
110163;COL MARIANO OSPINA RODRIGUEZ;0
110205;INSTITUCION EDUCATIVA JUANITA GARCIA MANJARRES;0
110213;I E COL JORGE ELIECER GAITAN AYALA;0
110221;LIC MANANTIAL DE VIDA ETERNA                                                                        ;0
129866;INSTITUTO REGIONAL COREDI - SEDE PRINCIPAL;
134635;INSTITUCION EDUCATIVA JOSE CELESTINO MUTIS;
134676;COLEGIO MADRE CARIDAD BRADER;
134684;COLEGIO COMFIAR;
134692;INSTITUCION EDUCATIVA URIBESCO - SEDE PRINCIPAL;
134718;COLEGIO SAN PEDRO CLAVER;
135921;COL LOS TREBOLES                                            ;1
1875;I. E.  LEON XIII;0
24695;COL EL DIVINO NIÑO;0
56358;COL DIST LUIS CARLOS GALAN SARMIENTO;0
109603;CENT EDUC DIST CHIRCALES;0
16576;I.E.T. FRANCISCO PINEDA LOPEZ - SEDE PRINCIPAL;0
35436;COL NZADO DE BTO DE CONCORDIA;0
106278;CENT EDUC GONZALO JIMENEZ DE QUESADA EDUCACION NO FORMAL    ;0
7146;LICEO NACIONAL ALEJANDRO DE HUMBOLDT;0
96958;INSTITUCIÓN EDUCATIVA RAFAEL NUÑEZ;0
126839;CENTRO EDUCATIVO EL BOSQUE - SEDE PRINCIPAL;
137133;INSTITUCION EDUCATIVA DIEGO RENGIFO SALAZAR;
136010;LICEO NAPOLITANO;
137018;COL  PRINCIPE SAN CARLOS                                                                            ;
137026;COL  PRINCIPE SAN CARLOS                                                                            ;
137059;INSTITUCION EDUCATIVA MUNICIPAL LA ROSA;
137075;C.E. DE CÓMPUTO EMPRESARIAL PARA EL TRABAJO - CINDECÓPUTO - SEDE PRINCIPAL;
137091;GENERAL SANTANDER;
137158;INSTITUTO PEDAGOGICO EMANUEL;
140889;INST EDUC FRANCISCO MIRANDA;
140905;LICEO DEL CARIBE;0
141309;INSTITUCION EDUCATIVA DEPARTAMENTAL RICARDO HINESTROSA DAZA;0
141572;COLEGIO JOSE ANTONIO GALAN;0
141580;CENT DE EDUCATIVO PTO COLON SAN MIGUEL;0
92049;COL SAN ADOLFO;0
92072;INSTITUTO DE CAPACITACION EDUCATIVA INCED;0
92080;INSTITUCION EDUCATIVA DISTRITAL CAMILO TORRES;0
92098;COLEGIO LA VILLA SANTA MARTA;0
92106;INSTITUCION EDUCATIVO DISTRITAL TECNICA ECOLOGICA LA REVUELTA;0
92130;INSTITUTO PENTECOSTAL DE CAPACITACION TECNICA INSPECAT;0
92155;COLEGIO JUVENTUD EN MARCHA;0
92163;CENTRO DE EDUCACION POPULAR PARA ADULTOS ZONA BANANERA;0
92213;CARMEN EMILSE DE LA HOZ - SEDE PRINCIPAL;0
92221;COLEGIO EL DIVINO SALVADOR;0
92239;COLEGIO EL DIVINO SALVADOR;0
92247;INSTITUCION EDUCATIVA ANTONIO RICAURTE CASD;0
92262;COLEGIO LICEO BOLIVAR;0
92270;INSTITUTO DE EDUCACION INTEGRAL LIDER;0
92296;COLEGIO TENIENTE CRUZ PAREDES;0
92304;COLEGIO SAN MARTIN DE TOURS;0
126938;COL. SAN MIGUEL - HORMIGUITA;
126946;COL SANTO DOMINGO DE GUZMAN;
126953;LIC MALLERLAND                                                                                      ;
126961;INSTITUCION EDUCATIVA JOHN F KENNEDY;
126987;COLEGIO AGROINDUSTRIAL DE PUERTO NUEVO;
129155;CENTRO EDUCATIVO LOMA DEL BALSAMO;
129213;GIMN LA CUSPIDE (ANTIGUO JARD INF PERSONITAS DEL MAÑANA) - SEDE PRINCIPAL;
129247;I.E. LA LUISA - SEDE PRINCIPAL;
129874;INSTITUTO REGIONAL COREDI                                                     ;
129957;INSTITUTO REGIONAL COREDI                                                     ;
129981;INSTITUTO REGIONAL COREDI - SEDE PRINCIPAL;
129999;INSTITUTO REGIONAL COREDI                                                  ;
130021;INSTITUTO REGIONAL COREDI - SEDE PRINCIPAL;
122622;INSTITUCION EDUCATIVA MARIA INMACULADA;
137141;CENT EDUC DIST CAFAM LA ESPERANZA;
140582;INSTITUTO EDUCATIVO EMPRENDEDORES;0
140590;INSTITUCION EDUCATIVA  LA FUENTE;0
140632;COLEGIO INSTITUTO SANTIAGO DE COMPOSTELA - SEDE PRINCIPAL;0
140640;COLEGIO INSTITUTO SANTIAGO DE COMPOSTELLA;0
140657;COLEGIO INSTITUTO SANTIAGO COMPOSTELLA;
21378;COL INTERAMERICANO                                                                                  ;0
38968;LUIS EDGAR DURAN RAMIREZ;0
24596;I. E. NUESTRA SENORA DEL PILAR;0
59410;COL DIST EDUC BAS Y MEDIA PROSPERO PINZON;0
118703;COL JAZMIN OCCIDENTAL                                                                               ;0
107862;I.E. GABRIEL GARCIA MARQUEZ - SEDE PRINCIPAL;0
66985;GIMN CAMPESTRE LA SABANA                                                                            ;0
29769;COL DIST ANIBAL FERNANDEZ DE SOTO;0
97840;COL INTEGD JORGE ISAAC                                                                              ;0
5165;I.E. HECTOR JULIO RANGEL QUINTERO - SEDE PRINCIPAL;0
67926;LICEO POLITECNICO DEL SINU;0
107003;I.E. AGROINDUSTRIAL LA PRADERA - SEDE PRINCIPAL;0
6999;CENT DEL INMACUALDO CORAZON DE MARIA;0
34207;LICEO EDUARDO ESPITIA ROMERO;0
71324;INSTITUCION EDUCATIVA LA LIBERTAD;0
140160;COL LA FRATERNIDAD;0
136416;INSTITUTO DE CIENCIAS APLICADAS INDECAP - SEDE PRINCIPAL;
139956;CENT EDUC DIST ACACIA II;0
139964;INSTITUTO DEL ORIENTE;0
139972;INSTITUCION EDUCATIVA OLGA GONZALEZ ARRAUT;0
140038;C.E. MENFIS;0
140046;INSTITUCION EDUCATIVA  PALMIRA;0
140053;INST. EDU. BENITO RAMOS TRESPALACIOS;0
140061;INST. EDU. BENITO RAMOS TRESPALACIOS;0
140095;COL CUIDADELA EDUCATIVA BOSA (INS EDUC DIST);0
140111;SALUDCOOP SUR (INST EDUC DIST);0
140285;CENT EDUC DIST SAN RAFAEL;0
140301;CENT EDUC DIST SAN RAFAEL;0
140327;COLEGIO GABRIELA MISTRAL;0
121921;SEDE 1 RAICES DEL FUTURO;0
123182;TÉCNICO INDUSTRIAL RAFAEL POMBO;
129742;INSTITUTO REGIONAL COREDI                                                 ;
129882;INSTITUTO REGIONAL COREDI - SEDE PRINCIPAL;
129965;INSTITUTO REGIONAL COREDI                                                    ;
129973;INSTITUTO REGIONAL COREDI                                                   ;
130005;INSTITUTO REGIONAL COREDI - SEDE PRINCIPAL;
130054;BOSQUECITO ENCANTADO Y COLEGIO EL BOSQUE;0
130112;FUNDACION COLEGIO SANTA ISABEL DE HUNGRIA SEDE SAN FELIPE;
119446;I.E.M. MORASURCO - SEDE PRINCIPAL;0
119453;LICEO BOLIVARIANO DEL SUR;0
119479;INST EDUC LUISEG;0
119495;INSTITUTO DE FORMACION TECNICA SISTEMATIZADA INTESIS;0
119503;INSTITUTO DE FORMACION TECNICA SISTEMATIZADA INTESIS;0
119511;INST EDUC TEC SISTEMATIZADO INTESIS;0
119537;CIUDADELA EDUCATIVA EMPRESARIAL CUYABRA;0
119545;CIUDADELA EDUCATIVA EMPRESARIAL CUYABRA;0
119560;LICEO SAN FERNANDO - SEDE PRINCIPAL;0
92023;COLEGIO SANTA CLARA DE HUNGRIA;0
131342;INST NAL DE TECNOLG EMPRESARIAL INTE;
124305;INSTITUCION EDUCATIVA LA INMACULADA;
124313;CARLOS HOLMES TRUJILLO - SEDE PRINCIPAL;
127340;INSTITUCION EDUCATIVA DEPARTAMENTAL SAN ANTONIO DE AGUILERA;
129411;INSTITUCION EDUCATIVA MARCO FIDEL SUAREZ;
129486;INSTITUCION EDUCATIVA SANTA CECILIA;
121343;SEDE 1 NIÑO JESUS DE PRAGA;0
122044;I.E.T. SANTA CRUZ DE MOTAVITA - SEDE PRINCIPAL;0
120774;SEDE RAFAEL POMBO;0
120808;COLEGIO BAHAI RUHI ARBAB;0
120816;I.E. EFRAIN OROZCO - SEDE PRINCIPAL;0
141986;COL JOSE MARIA VARGAS VILA (INS EDUC DIST);0
142059;OBANDO;0
142141;INSTITUCION EDUCATIVA MARCO ANTONIO QUIJANO RICO;0
6379;COLEGIO SAN FRANCISCO;0
3053;COL AMERICANO DE BARRANQUILLA;0
7740;INST. EDU. CERVELEÁN PADILLA;0
23671;INST TEC IND CENTRO DON BOSCO                                                                       ;0
73296;COL MONTEMOREL LTDA                                         ;0
8151;I.E. MARIA AUXILIADORA - SEDE PRINCIPAL;0
52688;INST EDUC NUESTRA SEÑORA DE LA MACARENA;0
73387;COLEGIO ERNESTO GUHL - SEDE PRINCIPAL;0
28233;COL COOPERATIVO PEREIRA;0
25510;LIC LA SABANA                                                                                       ;0
36327;GIMNASIO BOLIVAR;0
422;COL NUESTRA SENORA DE LA PROVIDENCIA;0
24935;COL PARROQUIAL SANTIAGO APOSTOL                             ;0
12294;NORMAL SUPERIOR MARIA AUXILIADORA;0
98350;INSTITUTO PSICOPEDAGOGICO JUAN PABLO II;0
137109;INSTITUCION EDUCATIVA SAN JOSE DE MARINILLA;
137125;INSTITUCIÓN EDUCATIVA BARTOLOMÉ LOBOGUERRERO - SEDE PRINCIPAL;
142174;INSTITUCION EDUCATIVA DISTRITAL JUAN SALVADOR GAVIOTA;0
140376;INSTITUCIÓN EDUCATIVA SAN JORGE;0
135301;COORPORACION EDUCATIVA DEL SUR OCCIDENTE COLOMBIANO - SEDE PRINCIPAL;
135335;COLEGIO GLENN DOMAN - SEDE PRINCIPAL;
135426;CENTRO EDUCATIVO BEREA - SEDE PRINCIPAL;
135715;LICEO GENERAL DEL LLANO - SEDE PRINCIPAL;
137968;COLEGIO INTERNACIONAL CARTAGENA   (COL INTER SCHOOL CABAÑI);
137984;COL COMUNITARIO PABLO NERUDA - C.C.E.B. # 180;
137992;INSTITUCION EDUCATIVA MARIA MONTESSORI - SEDE PRINCIPAL;
138651;INSTITUCION EDUCATIVA DEPARTAMENTAL LA ESMERALDA;
138685;GLENN DOMAN ESCUELA PRECOZ;
138693;INST. EDUC. SAN MIGUEL ABAJO;
129601;LIC CAMPESTRE CRECER;
130294;INSTITUCION EDUCATIVA ANDES DE CUAICAL;
130302;LICEO INTEGRADO MANIZALES;
130328;INSTITUCION EDUCATIVA 20 DE JULIO;
130344;INSTITUTO HUMANO LINGUISTICO WILLIAM SHAKESPEARE;
130351;CENT EDUC DIST ISMAEL PERDOMO;
130369;CENT EDUC DIST ISMAEL PERDOMO;
96529;INSTITUCION EDUCATIVA JOSE DE LA VEGA;0
96560;INSTITUCION EDUCATIVA JOAQUIN POLO ARNEDO;0
96578;COLEGIO LOS ÁNGELES;0
96594;COLEGIO SAN FRANCISCO DE ASIS;0
96610;COLEGIO TECNICO TOMAS VASQUEZ RODRIGUEZ PROGRAMA CEDEBOY;0
96636;COLEGIO COLOMBO BRITANICO;0
96644;COLEGIO LA PRESENTACIÓN;0
103317;CENTRO EDUC TERCERA MIXTA;0
103333;INSTITUCION EDUCATIVA DE LEJANIAS;0
103358;COL ADVENTISTA DE VILLAVICENCIO;0
127589;I.E. DOS RÍOS - SEDE PRINCIPAL;
128611;GIMN SAN ANGELO                                                                                     ;
130286;CENTRO DE ESTUDIOS LATINOAMERICANO PARA LA FORMACION HUMANA INTEGRAL - CELFHI;
122093;COLEGIO PARROQUIAL SAN FRANCISCO JAVIER;0
123778;COL NUEVA ALIANZA INTEGRAL - SEDE PRINCIPAL;
120592;COL TEC CIAL SAGRADO CORAZON                                                                        ;0
121350;SEDE 1 JOSE ANTONIO RICAURTE;0
121368;SEDE 1 EL JARDIN;0
123117;COLEGIO PEDAGOGICO MORENO PAEZ;
119784;INSTITUCION EDUCATIVA DISTRITAL NICOLAS BUENAVENTURA;
119792;COLEGIO GIMNASIO TECNOLOGICO DEL PACIFICO;0
119800;COLEGIO GIMNASIO TECNOLOGICO DEL PACIFICO;0
119818;INST LOS ANGELES DE DIOS;0
119842;INSTITUTO FUNDECAP;0
119875;SEDE 1 FE Y ALEGRIA;0
119883;CENTRO DE ADULTOS JORGE ELIECER GAITAN;0
119917;INSTITUCION EDUCATIVA SAN PEDRO DE CARTAGO;
119933;INST EDUC SAN ROBERTO BELARMINO;0
119941;INST EDUC ANTONIO RICAURTE;0
119966;INST EDUC LA PRESENTACION;0
119982;INST EDUC JUAN DE LA CRUZ POSADA;0
99200;CENTRO EDUCATIVO VIDA CEVIDA;0
99218;LIC PERPETUO SOCORRO                                        ;0
99234;COL DIST EDUC BAS Y MEDIA JOSE JOAQUIN CASTRO MARTINEZ;0
99267;JENARO DIAZ JORDAN;0
99309;I.E. LUIS CARLOS GALAN SARMIENTO;0
6346;COLEGIO OFICIAL INTEGRADO CRISTO REY;0
56259;COL DE BTO UNIVERSIDAD LIBRE                                                                        ;0
21113;COL CLARETIANO EL LIBERTADOR  - SEDE PRINCIPAL;0
20420;COL DE LA PRESENTACION LUNA PARK                                                                    ;0
76968;I.E. JESUS MARIA AGUIRRE CHARRY - SEDE PRINCIPAL;0
61259;COLEGIO COOPERATIVO CANAPRONORT;0
23655;COLEGIO INSTITUTO TECNICO INDUSTRIAL FRANCISCO JOSE DE CALDAS (IED) - SEDE PRINCIPAL;0
43034;INSTITUCION EDUCATIVA TECNICO INDUSTRIAL PEDRO A. OÑORO DE BARANOA;0
48967;I.E.M TÉCNICA COMERCIAL SANTA RITA - SEDE PRINCIPAL;0
48280;INSTITUCIÓN EDUCATIVA SAN PIO X;0
45724;PADRE CAMILO TORRES;0
52027;COL SANTO DOMINGO                                                                                   ;0
10876;COL NZADO FEM DE BTO DE VILLAVICENCIO;0
7724;INS.JOSE MARIA CAMPO SERRANO;0
521;COL SANTA MARIA DEL ROSARIO;0
30387;INSTITUTO COMERCIAL DEL CAUCA INCODELCA;0
66712;CENT EDUC DIST EL JAPON;0
135319;COL CODEMA (INST EDUC DIST);
135327;LIC CATEDRAL HIGH SCHOOL                                       ;
135509;INSTITUCION EDUCATIVA JOSE MARIA CORDOBA DE PASACABALLOS;
142513;CENTRO DE CAPACITACION BOLIVAR LTDA - CENCABO;
81745;INST DEL NIÑO JESUS;0
27375;COL DIST REP DE COSTA RICA;0
138842;INSTITUCION EDUCATIVA CIUDADELA 2000;
137166;SEDE LA MAGDALENA ;
141663;COLEGIO ARTISTICO MUSICAL PENTAGRAMA - SEDE PRINCIPAL;0
142281;IE COMUNEROS;0
142299;COLEGIO ECOLOGICO DE FLORIDABLANCA;0
63537;LICEO EDUARDO ESPITIA ROMERO;0
31823;IE FRANCISCO JOSE DE CALDAS;0
47324;EDIFICIO CALLE 18;0
108019;COLEGIO RURAL AGROPECUARIO CARRIZALES (E.R.M. CARRIZALES);0
102475;COL GIMN LA SALETTE                                                                                 ;0
28787;INSTITUCION EDUCATIVA DEPARTAMENTAL MISAEL GOMEZ;0
97931;INSTITUCION EDUCATIVA DULCE NOMBRE DE JESUS;0
124495;INSTITUTO TECNICO LA RIVIERA;
124503;INSTITUCION EDUCATIVA NAVARRO - JUAN BAUTISTA DE LA SALLE;
124511;VERNOT SCHOOL;1
124537;INSTITUTO MANZANARES;
124545;DEL VALLE;
128223;INST. EDC.MARÍA GORETTI;
128264;INST. EDUC. DIST. LA ESMERALDA ;
128272;INST. EDUC. DIST. LA ESMERALDA ;
128298;I. E. ADELAIDA CORREA ESTRADA;
35881;COL NORMAL SUPERIOR MANUEL CAÑIZALEZ;0
35899;COL SANTO DOMINGO SAVIO;0
35915;I.E. JOAQUIN URRUTIA - SEDE PRINCIPAL;0
35931;LICEO MANRIQUE;0
35949;I.E. JOSE MANUEL RESTREPO VELEZ - SEDE PRINCIPAL;0
35956;INST EDUC FELIX HENAO BOTERO;0
36012;I.E. CURRULAO;0
36087;LICEO RAFAEL NUÑEZ;0
36111;COLEGIO TECNICO ROMEGA;0
36129;INSTITUCION EDUCATIVA DEPARTAMENTAL ANTONIO NARIÑO;0
36160;COLEGIO NACIONAL FRANCISCO MANZANERA HENRIQUEZ;0
36178;I.E. FRANCISCO MANZANERA HENRIQUEZ - SEDE PRINCIPAL;0
36186;I.E.D. ALONSO RONQUILLO - SEDE PRINCIPAL;0
36210;COLEGIO DEPARTAMENTAL MISAEL PASTRANA BORRERO DE TOBIA;0
36236;INSTITCUION EDUCATIVA DEPARTAMENTAL NACIONALIZADO ALBERTO REYES FONSECA;0
36251;IE LUCAS CABALLERO CALDERON - SEDE PRINCIPAL;0
36269;INSTITUCIÓN EDUCATIVA RURAL MIGUEL ANTONIO CARO;0
36277;SEDE JOHN F KENNEDY;0
36293;COLEGIO POLITECNICO NARANJAL;0
36301;INST. EDU. ANGELA MARIA TORRES SUAREZ;0
36319;INST DE BTO TEC COMERCIAL PITAGORAS                                                                 ;0
36350;GIMN BOLIVAR                                                                                        ;0
36418;COLEGIO MIXTO ANTONIO NARIÑO;0
36442;COLEGIO DEPARTAMENTAL AGROPECUARIO LA SIERRA;0
36467;COLEGIO OFICIAL MARCO FIDEL SUAREZ;0
36491;INSTITUCION EDUCATIVA DEPARTAMENTAL BALDOMERO SANIN  CANO;0
36517;INSTITUTO INTEGRADO FRANCISCO SERRANO MUÑOZ - SEDE PRINCIPAL;0
36525;COLEGIO LA SAGRADA FAMILIA - SEDE PRINCIPAL;0
36533;CENTRO NOCTURNO DE EDUCACION MEDIA SIMON BOLIVAR;0
35402;COL SANTANDER;0
35451;MANUEL ATENCIA ORDOÑEZ;0
35469;MANUEL ATENCIA ORDOÑEZ;0
35477;INSTITUCION EDUCATIVA ANTONIO NARIÑO;0
35493;INSTITUCION EDUCATIVA PROMOCION SOCIAL DE C/GENA.;0
35501;INSTITUCIÓN EDUCATIVA TÉCNICA AGROPECUARIA ALFREDO NOBEL;0
35527;COLEGIO DE LA PRESENTACION;0
35535;COL SAGRADOS CORAZONES;0
35543;COLEGIO CRISTINA BALLEN;0
35576;COLEGIO FEMENINO JUANA DE ARCO;0
38851;INSTITUCIÓN EDUCATIVA  DEPTAL HERNAN VENEGAS CARRILLO;0
38869;INSTITUCION EDUCATIVA TECNICA  GENERAL SANTANDER;0
38885;COL BOGOTANO MIXTO                                                                                  ;0
38919;I.E. INEM JOSE EUSTASIO RIVERA - SEDE PRINCIPAL;0
38927;OLIVERIO LARA BORRERO;0
38935;EUGENIO FERRO FALLA;0
38943;LICEO JOSE PRIETO ARANGO;0
38950;IE JOSE MIEGUEL MONTALVO;0
38976;INSTITUCION EDUCATIVA SAN JUAN BOSCO;0
38992;LICEO ARBOLETES;0
39024;COLEGIO INTEGRADO  MARIA AUXILIADORA;0
39032;FUNDACION COLEGIO INDESCO;0
39040; ESCUELA URBANA JOSE ANTONIO GALAN;0
39065;COLEGIO PIO XII;0
39073;COLEGIO ESTATAL JUAN BAUTISTA ARNAUD;0
39081;COL SANTO ANGEL;0
39107;INST ANDRES FEY                                                                                     ;0
39115;INSTITUTO CULTURAL CARRILLO;0
39131;INST AGRIC DE BOJAYA;0
37515;CENTRO COMERCIAL DE EDUCACION MEDIA LUCAS PACIOLI;0
37523;IE SAN FRANCISCO DE ASIS;0
37531;FUND EDUC DE MONTELIBANO;0
37549;INSTITUCION EDUCATIVA COLOMBOY;0
37572;GIMNASIO PANAMERICANO;0
39743;COL DIST EDUC BAS Y MEDIA JOHN F KENNEDY;0
39750;COL DIST HELADIA MEJIA HIJOS DE EDUCADORES;0
35162;COLEGIO ENRIQUE OLAYA HERRERA;0
35196;INST. EDU. MANUEL RODRIGEZ TORICES;1
35204;COL. PARROQUIAL EL CARMELO;0
35212;LICEO SAN ISIDRO LABRADOR;0
35220;INST. EDU. PROMOCIÁN SOCIAL;0
35279;I.E. JOSE EUSTACIO RIVERA - SEDE PRINCIPAL;0
35287;COLEGIO OLIVERIO LARA BORRERO;0
35295;MISAEL PASTRANA  BORRERO;0
35303;IE ROBERTO DURAN ALVIRA;0
35329;I.E. JUAN JOSE NEIRA - SEDE PRINCIPAL;0
35337;I.E. PEDRO PABON PARGA - SEDE PRINICPAL;0
35352;I.E. JUAN LASSO DE LA VEGA - SEDE PRINCIPAL;0
35360;CERVANTES;0
35386;LA VILLA;0
