COLE_CODIGO_COLEGIO;COLE_NOMBRE_SEDE;COLE_ES_BILINGUE
26633;INEM LORENZO MARIA LLERAS;0
26658;INSTITUCIÓN EDUCATIVA INSTITUTO UNIVERSITARIO DE CALDAS;0
26666;INSTITUTO UNIVERSITARIO CALDAS;0
26682;INEM SANTIAGO PEREZ;0
26690;COLEGIO NACIONAL INTEGRADO;0
24794;IE SAN PEDRO CLAVER- SEDE PRINCIPAL;0
24828;IE TEC Y ACAD ANTONIO NARIÑO - SEDE PRINCIPAL;0
24836;I.E. NORMAL SUPERIOR NACIONAL LA INMACULADA - SEDE PRINCIPAL;0
24877;INSTICION EDUCATIVA  DEPTAL SANTA GEMMA DE GALGANI;0
24893;COLEGIO SEMINARIO SAN JUAN APOSTOL;0
24919;COL COOP COMUNAL DE FUNZA                                   ;0
24927;COL NUESTRA SEÑORA DEL ROSARIO FUNZA;0
24943;INSTITUCION EDUCATIVA DEPARTAMENTAL  MIXTO;0
24950;COLEGIO SIMON BOLIVAR;0
23986;LICEO NAL MAGDALENA ORTEGA DE NARIÑO;0
23994;LICEO NAL MAGDALENA ORTEGA DE NARIÑO;0
24018;LICEO NAL POLICARPA SALAVARRIETA;0
22731;GIMNASIO LOS ARRAYANES - SEDE PRINCIPAL;0
22764;GIMNASIO SUPERIOR DEL VALLE;0
22822;GIMN LOS PINOS                                                                                      ;0
34793;INSTITUTO ASOPEMINDE LA POLA;0
34801;FUNDACION ACADEMICA CULTURAL FUMPARCAL;0
34843;COL SUR ORIENTAL PANAMERICANO                                                                       ;0
33308;LICEO JOAQUIN F. VELEZ;0
33316;I.E.T.A. LAZARO MARTINEZ OLIER - SEDE PRINCIPAL;0
33324;I. E. PRESBITERO RODRIGO LOPERA GIL;0
33415;INST EDUC GILBERTO ALZATE AVENDAÑO;0
33431;I. E. LUIS EDUARDO DIAZ;0
33464;INSTITUCION EDUCATIVA SANTA MARIA;0
33480;I.E.T.A. VICENTE HONDARZA - SEDE PRINCIPAL;0
33498;I.E. NORMAL SUPERIOR MONTES DE MARIA - SEDE PRINCIPAL;0
32151;COLEGIO SANTANDEREANO DE COMERCIO;0
32169;I.E. LA UNION - SEDE PRINCIPAL;0
32219;INST EDUCATIVA  DEPTAL TECNICO AGROPECUARIO MARTIN ROMERO;0
32243;COLEGIO MILITAR CORONEL JUAN JOSE RONDON;0
32250;I. E. JOSE ANTONIO GALAN;0
32268;COL FE Y ALEGRÍA SAN JUAN DE LUZ;0
32284;COLEGIO COOPERATIVO NOCTURNO SIMON BOLIVAR;0
32292;ISMAEL PERDOMO BORRERO;0
32300;BACHILLERATO RURAL JESUS MARIA MORALES;0
32326;INSTITUCION EDUCATIVA OSCAR ALDANA;0
21030;CENT EDUC DIST SAN CRISTOBAL SUR;0
21055;COLEGIO DISTRITAL BRAVO PAEZ;0
21071;COLEGIO DISTRITAL SIMON RODRIGUEZ;0
21089;COL DIST VENECIA;0
21121;COL ELISA BORRERO DE PASTRANA                                                                       ;0
21147;COL ADVENTISTA EMMANUEL                                                                             ;0
21154;COL EMMANUEL D ALZON                                                                                ;0
21162;COL EMILIO VALENZUELA - SEDE PRINCIPAL;0
21196;COL EUCARISTICO                                                                                     ;0
21212;COL PIO X                                                                                           ;0
21220;ACAD MILIT NAL HEROES GRANADINOS                                                                    ;0
21238;COL INTEGRAL ERVID                                                                                  ;0
21261;COLEGIO FRANCISCO DE MIRANDA;0
21345;COL HISPANOAMERICANO CONDE ANSUREZ                                                                  ;0
21360;COL INMACULADO CORAZON DE MARIA                                                                     ;0
27342;COL DEPT INTEGRADO FONTIBON;0
27367;COL DIST SORRENTO;0
27383;COL SAN JUAN BOSCO                                                                                  ;0
27417;COL ATENIENSE (ANTES INST MODERNO ATHENAS)                                                          ;0
27433;INST SANTANDER;0
27441;COL NAL CLEMENCIA DE CAYCEDO;0
27466;GIMN LOS ANGELES                                                                                    ;0
27482;INSTITUCION EDUCATIVA DISTRITAL  RAFAEL BERNAL JIMENEZ;0
27490;INSTITUCION EDUCATIVA DEPARTAMENTAL MANUELA AYALA DE GAITAN;0
27516;COL DIST SIMON BOLIVAR;0
27524;COL DIST SIMON BOLIVAR;0
27540;COL. LATINOAMERICANO;0
27565;COL DIST JORGE ELIECER GAITAN;0
27581;COLEGIO JOSE ALLAMANO;0
27615;LICEO LEON DE GREIFF;0
27631;IE TEC SAN IGNACIO - SEDE PRINCIPAL;0
27656;I.E. SAN MIGUEL - SEDE PRINCIPAL;0
27664;COLEGIO DEPARTAMENTAL MIXTO FRANCISCO JULIAN OLAYA;0
27698;I.E.D. ENRIQUE SANTOS MONTEJO - SEDE PRINCIPAL;0
27722;I.E. JUAN JOSE REYES PATRIA - SEDE PRINCIPAL;0
27748;IE FRANCISCO DE PAULA SANTANDER - SEDE PRINCIPAL;0
27789;I.E.T. AGROINDUSTRIAL LEOPOLDO GARCIA - SEDE PRINCIPAL;0
27797;SEDE 1  GERMAN PARDO;0
27821;SEDE 1  GERMAN PARDO;0
27839;COL COOP MINUTO DE DIOS                                                                             ;0
27847;INSTITUTO INTEGRADO ANTONIO NARIÑO;0
27854;I. E. VALDIVIA;0
27862;I.E.R ROMAN GOMEZ;0
27896;INST EDUC JOSE MARIA BRAVO MARQUEZ;0
27938;COL DOMINGO SABIO;0
27946;INST LA SALLE;0
27961;ESCUELA NORMAL SUPERIOR DE TIERRADENTRO ENRIQUE VALLEJO;0
28035;I.E. ANTONIO NARIÑO - SEDE PRINCIPAL;0
28043;IE SAN PEDRO CLAVER- SEDE PRINCIPAL;0
28100;COLEGIO SAN JOSE;0
28118;INSTITUTO AGRICOLA;0
28126;COLEGIO BIFFI;0
28134;I.E. LA INMACULADA - SED EPRICNIPAL;0
28142;COLEGIO COOPERATIVO DE PROFESORES DE SANTANDER COOPROFESORES;0
28159;INSTITUCION EDUCATIVA DOLORES MARIA UCROS;0
28191;INST EDUC DPTAL NESTOR ANDRES RANGEL ALFARO;0
28209;COL  HISPANO INGLES;0
28217;INSTITUCION EDUCATIVA DEPARTAMENTAL MONSEÑOR ABDON LOPEZ;0
28241;I.E. JOSE CAYETANO VASQUEZ - SEDE PRINCIPAL;0
28258;I.E. TÉCNICA LAS MERCEDES - SEDE PRINCIPAL;0
28266;I.E. COLEGIO NACIONAL PINILLOS - SEDE PRINCIPAL;0
28282;LICEO SAN RAFAEL;0
28290;INST EDUC LA MILAGROSA;0
28316;JOSE MARIA MELO NOCTURNO;0
28324;CENT EDUC CAJASAN (TEJADOS)                                                                         ;0
28332;COL MIXTO MPAL CAMILO TORRES RESTREPO;0
28340;COL COOP SAN JOSÉ DE PERALTA - SEDE PRINCIPAL;0
28357;COLEGIO LA ASUNCION BACHILLERATO NOCTURNO;0
28399;I.E. VASCO NUÑEZ DE BALBOA - SEDE PRINCIPAL;0
28407;COLEGIO COLOMBO LIBANES;0
28431;COLEGIO COOPERATIVO CAICEDONIA;0
28449;COL MAYOR JOSE CELESTINO MUTIS                                                                      ;0
28480;GIMNASIO RISARALDA;0
28514;COLEGIO NARIÑO - SEDE PRINCIPAL;0
28522;COL INTEGD JUAN ATALAYA;0
27326;COLEGIO DE BACHILLERATO CARLOS ALBAN HOLGUIN;0
30718;INSTITUCION EDUCATIVA DEPARTAMENTAL MONSEÑOR AGUSTIN GUTIERREZ;0
30726;INSTITUCION EDUCATIVA JUAN JOSE NIETO;0
30734;COLEGIO GIMNASIO DE BARRANQUILLA;0
30759;LICEO DE LA COSTA;0
30767;I.E.T. ALFONSO PALACIOS RUDAS - SEDE PRINCIPAL;0
30775;INSTITUCION EDUCATIVA TECNICA ALFONSO PALACIO RUDAS;0
30783;I.E.T. CARLOS ALBERTO OLANO VALDERRAMA - SEDE PRINCIPAL;0
30791;IE ARTURO SALAZAR MEJIA;0
30833;I.E.D. INSTITUTO TECNICO AGRICOLA - SEDE PRINCIPAL;0
30858;INSTITUTO INTEGRADO NACIONALIZADO GUILLERMO LEON VALENCIA;0
30866;NUESTRA SEÑORA DE FATIMA;0
30874;I.E. DE PROMOCION SOCIAL - SEDE PRINCIPAL;0
30882;I.E. INTEGD CARRASQUILLA INDUSTRIAL - SEDE PRINCIPAL;0
30908;INST EDUC LICEO CARMELO PERCY VERGARA;0
30916;INSTITUCION EDUCATIVA LICEO CARMELO PERCY VERGARA;0
30940;INSTITUCION EDUCATIVA COMFACOR JAIME EXBRAYAT;0
30957;COLEGIO NOCTURNO ALVERNIA;0
30965;COL FRANCISCO EUTIMIO MUNERA;0
30973;INSTITUTO AGRICOLA;0
30981;I.E. VICTOR ZUBIRIA - SEDE PRINCIPAL;0
31021;JESUS BERNAL PINZON;0
31039;I.E. NORMAL SUPERIOR FEDERICO LLERAS ACOSTA - SEDE PRINCIPAL;0
31047;COLEGIO GERARDO ARIAS RAMIREZ;0
31070;INSTITUCION EDUCATIVA DIEGO ECHAVARRIA MISAS                ;0
31120;SEDE CAMPESTRE;0
31138;INST EDUC SAN CRISTOBAL;0
31161;INST. EDUCATIVA DEPTAL JOSE HUGO ENCISO;0
31179;INST. EDUC. TEC. P.S. EL ROSARIO;0
31187;IE SANTA CRUZ;0
31195;NORMAL SUPERIOR;0
31203;INST EDUC MARISCAL SUCRE;0
29504;LICEO NAL AGUSTIN NIETO CABALLERO;0
29512;INST SAN JUAN DE DIOS                                                                               ;0
29520;INSTITUCION EDUCATIVA DISTRITAL NUEVO KENNEDY;0
29538;COLEGIO CENTRAL DE CARTAGENA;0
29546;COLEGIO DE BARRANQUILLA CODEBA ;0
29561;GIMNASIO DEL PERPETUO SOCORRO;0
29611;IE FRANCISCO JOSE DE CALDAS - SEDE PRINCIPAL;0
29637;NUEVO GIMNASIO SAN LUIS GONZAGA;0
29645;ACAD MILIT MARISCAL SUCRE                                                                           ;0
29652;COLEGIO BARRANQUILLA PARA SEÑORITAS;0
29660;COLEGIO SAN LUIS GONZAGA;0
29678;COLEGIO SAN LUIS GONZAGA;0
29710;INST EDUC SAN JUAN BAUTISTA;0
29736;INSTITUCION EDUCATIVA TECNICO INDUSTRIAL GUSTAVO JIMENEZ;0
29744;COLEGIO DEPARTAMENTAL INTEGRADO DE BACHILLERATO NOCTURNO;0
29751;ANA ELISA CUENCA LARA;0
29777;COL DIST ANIBAL FERNANDEZ DE SOTO;0
29793;COLEGIO DEPARTAMENTAL NACIONALIZADO MIGUEL SAMPER;0
29801;LICEO SAN ANTONIO;0
29819;COLEGIO SALESIANO DE LEON XIII;0
29835;COLEGIO COOPERATIVO ALFONSO LOPEZ PUMAREJO;0
29850;COLEGIO MONTERREY;0
29884;COLEGIO FÉLIX NARANJO;0
29892;INST HENAO Y ARRUBLA                                                                                ;0
29934;COLEGIO TECNICO DOMINGO BELISARIO GOMEZ;0
29942;INSTITUCION EDUCATIVA SAN PEDRO;0
30007;RUFINO JOSE CUERVO SUR;0
30015;I.E. JOSE JOAQUIN CASAS - SEDE PRINCIPAL;0
30023;I.E. SAN LUIS GONZAGA - SEDE PRINCIPAL;0
30031;INSTITUTO ANDINO;0
30049;COLEGIO CLARETIANO;0
32797;GIMN PASCAL                                                                                         ;0
32847;COL DIST GUSTAVO RESTREPO;0
32854;COL DIST GUSTAVO RESTREPO;0
32862;COL DE NSTRA SRA DEL PERPETUO SOCORRO                                                               ;0
32870;COLEGIO EL PRADO;0
32888;COL DIST REP DE COSTA RICA;0
32912;COLEGIO NOCTURNO DEL PACIFICO;1
32920;COL PARROQ SAN CARLOS                                                                               ;0
31799;AGROTECNICO MIXTO;0
31815;PAULO VI;0
31856;INST SURORIENTAL SAN JORGE NOCTURNO                                                                 ;0
31864;LICEO DEL LLANO;0
31880;COL JOSE ANTONIO GALAN;0
31898;FRAY ALFONSO DE LA CONCEPCION PEÑA;0
31906;I.E. PROMOCION SOCIAL - SEDE PRINCIPAL;0
31922;COLEGIO DE NECHI;0
31930;COLEGIO SALESIANO EL SUFRAGIO;0
31963;COLEGIO JUVENIL ANTIOQUEÑO;0
31989;LICEO DE ALEJANDRIA;0
32029;COLEGIO MUNICIPAL ATANASIO GIRARDOT;0
32045;INSTITUTO TECNICO DE MARINILLA;0
32052;INST EDUC SAN CRISTOBAL;0
32060;I.E.T. DE PROMOCION SOCIAL - SEDE PRINCIPAL;0
32078;INSTITUTO TECNICO SANTO TOMAS DE AQUINO SEDE BACHILLERATO;0
32086;IE CARLOS JULIO UMAÑA TORRES - SEDE PRINCIPAL;0
32094;I.E. PABLO VI - SEDE PRINCIPAL;0
32102;INST. EDU. CAMILO TORRES;0
32136;INST TECNICO MARIA INMACULADA;0
34595;CENTRO COMERCIAL NORDECO;0
34611;INSTITUTO COMERCIAL SANTIAGO DE CALI;0
34629;COL DE LA SANTÍSIMA TRINIDAD;0
34637;INST CIAL ARQUIDIOCESANO;0
34645;COLEGIO ALFONSO LOPEZ PUMAREJO;0
34652;COL. LA ANUNCIACION;0
34686;COL CANDIDO LEGUIZAMO;0
34694;ELIECER GAITAN;0
34702;SALVADOR CAMACHO ROLDAN;0
34736;I.E.T. ALEJANDRO DE HUMBOLDT - SEDE PRINCIPAL;0
34744;INSTITUTO PROMOCION SOCIAL;0
34751;I.E. SANTA TERESA - SEDE PRINCIAPL;1
34769;INSTITUTO TECNICO INDUSTRIAL;0
34777;JOSE EUSTASIO RIVERA;0
33076;INSTITUCIÓN EDUCATIVA GENERAL FRANCISCO DE PAULA SANTANDER - SEDE PRINCIPAL;0
33092;I E POLITECNICO DE SOLEDAD;0
33100;INSTITUTO INTEGRADO ANTONIO NARIÑO;0
33118;INSTITUTO INTEGRADO NACIONALIZADO SILVINO RODRIGUEZ;0
33126;IE TEC AGROPECUARIA - SEDE PRINCIPAL;0
33134;IE PABLO VI - SEDE PRINCIPAL;0
33241;NUESTRA SEÑORA DE FATIMA;0
33258;SEDE 1 ANTONIO REYES UMAÑA;0
33266;I.E. DE TALAIGUA NUEVO - SEDE PRINCIPAL;0
33282;I.E. RAFAEL URIBE URIBE - SEDE PRINCIPAL;0
33290;I.E.T.A. JULIO R FACIOLINCE - SEDE PRINCIPAL;0
34322;JORGE ROBLEDO;0
34330;COLEGIO NACIONALIZADO CHACHAGUI;0
34348;INSTITUCION EDUCATIVA SAN FRANCISCO DE ASIS;0
34355;INSTITUCION EDUCATIVA MARIA LUZ;0
34363;COLEGIOTECNICO  SAN JUAN BAUTISTA;0
34371;INSTITUCION EDUCATIVA EDUCATIVA FRANCISCO DE PAULA SANTANDER;0
34389;INSTITUCION EDUCATIVA SEBASTIAN DE BELALCAZAR;0
34397;I.E. GUILLERMO LEON VALENCIA - SEDE PRINCIPAL;0
34405;I.E. TECNICO AMBIENTAL FERNANDEZ GUERRA - SEDE PRINCIPAL;0
34439;CENTRO EDUCATIVO CAMILO TORRES CEDUCAT;0
34447;COL GUILLERMO VALENCIA;1
34454;COL SAN JOSE DE ORITO;1
34462;NUESTRA SEÑORA DE LAS MERCEDES;0
34470;INSTITUCION EDUCATIVA JUANAMBU;0
34488;INSTITUCION EDUCATIVA PROVIDENCIA;0
34496;INSTITUCION EDUCATIVA LOS LIBERTADORES;0
34504;INSTITUCION EDUCATIVA NUESTRA SEÑORA DE LOURDES;0
34520;COLEGIO LEOPOLDO LOPEZ ALVAREZ;0
34546;COLEGIO BARTOLOME DE LAS CASAS;0
34553;COLEGIO COOPERATIVO NOCTURNO JOSE MANUEL SAAVEDRA GALINDO;0
34561;INSTITUCION EDUCATIVA LUIS IRIZAR SALAZAR;0
34579;I.E. PIO XII - SEDE PRINCIAPL;1
31682;INSTITUCION EDUCATIVA COLEGIO PROVINCIAL SAN JOSE;0
31690;COL PROVINCIAL SAN JOSE;0
31708;RUFINO JOSE CUERVO SUR;0
31724;COLEGIO JUAN HURTADO;0
31740;COLEGIO INTEGRADO DEL CARARE;0
31765;INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR SANTA ANA;0
31781;I.E. ANTONIO NARIÑO - SEDE PRINCIPAL;0
32367;COLEGIO COOPERATIVO ANTONIO NARIÑO;0
32375;COLEGIO COOPERATIVO ANTONIO NARIÑO;0
32383;COLEGIO MARCO FIDEL SUAREZ;0
32391;INST.EDUC.NTRA SRA DEL PERPETUO SOCORRO;0
32409;INSTITUCION EDUCATIVA ANDRES RODRIGUEZ B.;0
32417;IE JOSE MARIA CARBONELL;0
32441;COL JOSE DE ACEVEDO Y GOMEZ;0
32474;INSTITUCION EDUCATIVA DEPARTAMENTAL TECNICO AGROPECUARIO;0
32490;INSTITUCION EDUCATIVA DEPARTAMENTAL DE BACHILLERATO TECNICO COMERCIAL;0
32508;INST EDUCATIVA INSTITUTO NACIONAL DE PROMOCION SOCIAL;0
32516;COL COOP PROSPERO PINZON                                    ;0
32532;INST. TEC. DE COMERCIO BARRANQUILLA;0
32540;I.E. DISTRITAL DE LAS NIEVES - SEDE PRINCIPAL;0
32557;INSTITUCION EDUCATIVA COMERCIAL DE PALMAR;0
32599;PRINCIPAL INTEGRADO;0
32615;MARIA AUXILIADORA;0
32631;COLEGIO MODELO ADVENTISTA - SEDE PRINCIPAL;0
32649;INSTITUCION EDUCATIVA TECNICO INDUSTRIAL;0
32656;I.E. JOSE ACEVEDO Y GOMEZ - SEDE PRINCIPAL;0
32664;PROMOCION SOCIAL;0
32680;INSTITUTO TECNICO AGRICOLA LUIS MARIA CARVAJAL;0
32706;SAN FRANCISCO DE ASÍS;0
32714;IINSTITUTO INTEGRADO DE ENSEÑANZA MEDIA COMERCIAL SAN JOSE;0
32722;INSTITUTO TECNICO AGROPECUARIO FELIPE CORDERO;0
37580;COLEGIO COFREM(ANTES COL ACAD DE BTO. COFREM);0
37630;COLEGIO GRAN COLOMBIA;0
37655;I.E. NUESTRA SEÑORA DE LA ANTIGUA - SEDE PRINCIPAL;0
37671;IE TEC SAN BARTOLOME - SEDE PRINCIPAL;0
37689;IE HORIZONTES - SEDE PRINCIPAL;0
37705;INST EDUC SAN ANTONIO DE PRADO;0
37739;INSTITUTO TECNOLOGICO METROPOLITANO;0
37812;INSTITUCION EDUCATIVA LICEO CAUCASIA;0
37820;INSTITUCION EDUCATIVA DE ENVIGADO;0
37846;INSTITUTO PARROQUIAL NUESTRA SEÑORA DE LA PRESENTACION;0
37879;COLEGIO LA INMACULADA;0
37895;COLEGIO CRISTALES;0
37911;IED JACQUELINE KENNEDY;0
32359;COLEGIO NUESTRA SEÑORA DE LA PRESENTACION;0
29033;LITECOM;1
29058;INST EDUC SANTO TOMAS DE AQUINO;0
29066;ESCUELA NORMAL NACIONAL DE PASTO BACHILLERATO ACADEMICO NOCTURNO;0
29074;INSTITUCION EDUCATIVA SANTA LIBRADA;0
29082;COL ALMIRANTE PADILLA;0
29090;I.E. CIUDAD SANTIAGO - SEDE PRINCIPAL;0
29124;MARIA AUXILIADORA;0
29132;INSTITUCION EDUCATIVA COLEGIO PROVINCIAL SAN JOSE;0
29140;INST EDUC SANTA CLARA;0
29157;NORMAL SUPERIOR DE MONTERREY;0
29173;CENTRO COMERCIAL DE EDUCACION MEDIA SAN ANTONIO DE PADUA;0
29181;INSTITUCION EDUCATIVA JOSE ANTONIO GALAN;0
29199;INSTITUCION EDUCATIVA  NACIONAL DE COMERCIO;0
29207;INSTITUTO AGRICOLA CEILAN;0
29223;I.E.M. ARTEMIO MENDOZA CARVAJAL - SEDE PRINCIPAL;0
29231;CENT EDUC Y CULT ESPAÑOL REYES CATOLICOS;0
29256;CENTRO EDUCATIVO CAMILO TORRES;0
29264;INSTITUCION EDUCATIVA SANTA MARIA GORETTI;0
29280;INST.EDUC.NTRA SRA LA CANDELARIA;0
29298;COLEGIO DEPARTAMENTAL INTEGRADO DE UBALA;0
29306;COLEGIO OFICIAL MIXTO PIO XII;0
29348;COLEGIO CENTRAL DE CARTAGENA;0
29355;INSTITUTO DE BACHILLERATO INTEGRAL IDIPRON;0
29363;INSTITUTO EDUCATIVO DEPARTAMENTAL ANTONIO NARIÑO;0
29371;I.E. SAN ANTONIO DE PADUA - SEDE PRINCIPAL;0
29397;INSTITUTO NACIONAL DORADA;0
29405;COL DE BTO CIAL CIUDAD DE ASIS;0
29421;PERPETUO SOCORRO;0
29447;COL DIST JOSE MARIA CORDOBA;0
29454;COL HERMANA VIRGINIA ROSSI;0
29462;FUND COL UIS;0
29488;COLEGIO ADECYL;0
26724;COL JOSE EUSEBIO CARO;0
26740;COL INTEG NTRA SRA DE LAS ANGUSTIAS;0
26799;COLEGIO GILDARDO CASTAÑO OROZCO;0
26807;INSTITUTO TECNICO SUPERIOR INDUSTRIAL;0
26849;I.E. SAN ISIDORO - SEDE PRINCIPAL;0
26856;IE SAGRADA FAMILIA;0
26864;SAN JOSE;0
26872;INSTITUCION EDUCATIVA CECILIA DE LLERAS;0
26880;I.E. DE GALERAS - SEDE PRINCIPAL;0
26922;INSTITUCION EDUCATIVA DEPARTAMENTAL SALESIANO MIGUEL UNIA;0
26930;LIC CATOLICO                                                                                        ;0
26948;INMACULADA CONCEPCION;0
26955;COL DIST REP DE COLOMBIA;0
26963;COLEGIO DEPARTAMENTAL INTEGRADO LA FLORIDA;0
26997;INSTITUTO DE PROMOCION SOCIAL DE LIBERIA;0
27003;LICEO NACIONAL AGUSTIN NIETO CABALLERO;0
27011;GIMN. CARTAGENA DE INDIAS;1
27060;SEDE INST AGRICOLA;0
27078;INST. EDUCATIVA  DEPARTAMENTAL ZIPACON;0
27086;IE ANTONIO RICAURTE - SEDE PRINCIPAL;0
27094;TÉCNICO INDUSTRIAL RAFAEL POMBO;0
27102;CIUDAD ESCOLAR DE COMFENALCO;0
27136;INSTITUCIÓN EDUCATIVA MALABAR;0
27144;I.E. SAN JOSE - SEDE PRINCIPAL;0
27169;COLEGIO COOPERATIVO COEZIPA;0
27193;JUAN XXIII;0
27201;IE TEC NSTRA SEÑORA DEL ROSARIO - SEDE PRINCIPAL;0
27219;I.E.T. CARLOS BLANCO NASSAR - SEDE PRINCIPAL;0
27235;38/01 INSTITUCION EDUCATIVA AGUSTIN NIETO CABALLERO;0
27243;LICEO SAN CARLOS DEL NORTE;0
27268;COL NTRA SRA DE LA MERCED - SEDE PRINCIPAL;0
27318;COL PARROQ NSTRA SRA DE LA VALVANERA                                                                ;0
36541;COLEGIO DE  LA CAJA DE COMPENSACION FAMILIAR DEL VALLE DEL CAUCA COMFANDI;0
36558;I.E.D. TECNICO COMERCIAL ANA FRANCISCA LARA - SEDE PRINCIPAL;0
36590;I.E.T. COMERCIAL CALDAS - SEDE PRINCIPAL;0
36608;IE SERGIO CAMARGO - SEDE PRINCIPAL;0
36624;LICEO COOPERATIVO MIGUEL ANTONIO CARO;0
36632;INSTITUTO AGRICOLA ZARAGOZA;0
36640;I.E. COLOMBO ESPAÑOL ALFEREZ REAL - SEDE PRINCIPAL;0
36657;INSTITUCION EDUCATIVA PABLO VI;0
36665;COLEGIO ISMAEL ENRIQUE ARCINIEGAS;0
36681;COMFANDI MIRAFLORES;0
36699;INSTITUCIÓN EDUCATIVA CARLOS HOLGUIN LLOREDA - SEDE PRINCIPAL;0
36707;I.E.M. CIUDAD DE PASTO - SEDE PRINCIPAL;0
36715;INSTITUTO LEOPOLDO PIZARRO GONZALEZ;0
36723;COL ROCHESTER                                                                                       ;1
36731;COLEGIO TECNICO MATILDE NARANJO DE LOPEZ;0
36749;I.E.T.A. FRANCISCO JOSE DE CALDAS - SEDE PRINCIPAL;0
36764;PASCUAL DE ANDAGOYA;0
36780;INSTITUCION EDUCATIVA ALBERTO E. FERNANDEZ BAENA;0
36798;LICEO EFE GOMEZ;0
36814;INSTITUCION EDUCATIVA RIO TAPAJE;0
36822;INSTITUCION EDUCATIVA DE DESARROLLO RURAL;0
36830;INSTITUCION EDUCATIVA NUESTRA SEÑORA DE BELEN;0
36863;ESCUELA MERCANTIL;0
36871;INSTITUCION EDUCATIVA TECNICA INDUSTRIAL ANTONIO JOSE CAMACHO;0
36889;COLEGIO LOS ANGELES DEL NORTE;0
36897;COLEGIO JOSE ACEVEDO Y GOMEZ;0
149443;INSTITUCION EDUCATIVA CIUDAD MODELO;
149450;CENTRO EDUCATIVO SANTA ROSA;
36905;COL EL MINUTO DE DIOS SIGLO XXI                                                                     ;0
36913;I.E. LOS COMUNEROS - SEDE PRINCIPAL;0
36921;ACADEMIA MILITAR GENERAL JOSÉ MARÍA CABAL;0
36939;SAN PIO X;0
36954;I.E. NUESTRA SEÑORA DE LAS MERCERCEDES;0
36962;COLEGIO MUNICIPIO DE FUNES;0
36970;I.E. JORGE ELIECER GAITAN - SEDE PRINCIPAL;0
36996;COLEGIO INGLATERRA REAL;0
37036;COL NSTRA SRA DE LAS VICTORIAS                                                                      ;0
37044;ASOCIACION INSTITUTO DE EDUCACION JUVENIL;0
37051;UNIDAD EDUCATIVA JEAN PIAGET;0
37069;COLEGIO DISTRITAL NOCTURNO SIMON RODRIGUEZ;0
37093;FUND INST TECNOLOGICO DEL SUR                                                                       ;0
37101;INST DE EDUC MEDIA EMAUS                                                                            ;0
37127;COLEGIO ROSMARY;0
37135;COLEGIO GRECOLATINO DE BACHILLERATO DIURNO;0
37143;COL COOP MONSEÑOR ISMAEL PERDOMO;0
37150;COL DIST ENRIQUE OLAYA HERRERA;0
37176;COL DE LA PRESENTACION LAS FERIAS                                                                   ;0
37218;GIMN SANTA CRUZ                                                                                     ;0
37226;CENT EDUC SAN LUIS GONZAGA FE Y ALEGRIA                                                             ;0
32938;COL SAN FELIPE NERI                                                                                 ;0
32946;INSTITUCION EDUCATIVA DISTRITAL RAFAEL BERNAL JIMENEZ;0
32979;GIMN CULT LIBERTAD                                                                                  ;0
33001;LIC NOCT JORGE ELIECER GAITAN AYALA;0
33043;FUND EDUC ANA RESTREPO DEL CORRAL                                                                   ;0
33050;COLEGIO SANTA TERESITA;0
33068;INSTITUCION LICEO TOMAS CARRASQUILLA;0
39784;COL COOP DE LOS ALAMOS                                                                              ;0
39800;COL NAL NIDYA QUINTERO DE TURBAY;0
39859;EXTERNADO SALAZAR;0
39875;COL NAL NIDYA QUINTERO DE TURBAY;0
39883;GIMNASIO NUEVA ESCOCIA;0
39909;INSTITUTO COOPERATIVO DE CANAPRO;0
39925;INSTITUTO PEDAGOGICO SANTANDER;0
39941;INSTITUTO COOPERATIVO CALASANCIO;0
40519;COL. NTRA. SRA. DE LA CONSOLATA;0
40535;I.E.T.A. Y  PARTICIPACION COMUNITARIA JULIO CESAR TURBAY - SEDE PRINCIPAL;0
40543;I.E. DE RIO VIEJO - SEDE PRINCIPAL;0
40550;COLEGIO NUESTRA SEÑORA DE LAS MERCEDES;0
40568;INSTITUCION  LUIS RODRIGUEZ VALERA;0
40576;COL. EUGENIA RAVASCO;0
40592;INSTITUTO MARISCAL SUCRE NOCTURNO;0
40618;INST. EDU. NUESTRA SEÑORA DEL CARMEN;0
40642;I.E. AGROPECUARIO ROSA JAIMES BARRERA - SEDE PRINCIPAL;0
40659;I.E. RAFAEL URIBE URIBE - SEDE PRINCIPAL;0
40667;IE SANTO DOMINGO VIDAL;0
40675;COLEGIO EL ROSARIO;0
40683;INSTITUCION EDUCATIVA DEPTAL IFRAY JOSE LEDO;0
40709;COLEGIO COOPERATIVO COMUNAL FUNZA;0
40725;INST. EDUCATIVA DEPTAL NACIONALIZADO PAIME;0
40733;COLEGIO DEPARTAMENTAL SANTIAGO PEREZ;0
40741;BTO MIX MANEL SATURIO VALENCIA;0
40758;COLEGIO SAN FRANCISCO DE ASIS;0
37978;COL DPTAL DE BTO LA INMACULADA;0
38000;INSTITUCION EDUCATIVA ANTONIO NARIÑO;0
39149;I.E. SAULO SANCHEZ CORDOBA - SEDE PRICIPAL;0
39164;LICEO EL SALTO;0
39172;COL. FUND.   BILING . DE VALLEDUPAR;1
33530;ENRIQUE OLAYA HERRERA;0
